title,genres
Problem Child,"[{'id': 35, 'name': 'Comedy'}]"
Problem Child 2,"[{'id': 35, 'name': 'Comedy'}]"
Little Nemo: Adventures In Slumberland,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
Oscar and Lucinda,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Tequila Sunrise,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
The Pelican Brief,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
A Christmas Story,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
Mickey Blue Eyes,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]"
Teaching Mrs. Tingle,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]"
Universal Soldier: The Return,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]"
Universal Soldier,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 80, 'name': 'Crime'}]"
Love Stinks,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Perfect Blue,"[{'id': 16, 'name': 'Animation'}, {'id': 53, 'name': 'Thriller'}]"
With Friends Like These...,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
In Too Deep,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
The Source,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]"
The Bat,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Iron Eagle,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]"
Iron Eagle II,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Iron Eagle III,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
Iron Eagle IV,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"
Three Days of the Condor,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
Hamlet from the Lunt-Fontanne Theatre,[]
Male and Female,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
Medicine Man,"[{'id': 12, 'name': 'Adventure'}]"
The Spiders - The Golden Sea,"[{'id': 12, 'name': 'Adventure'}]"
On the Ropes,[]
Rosie,[]
The 13th Warrior,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]"
The Astronaut's Wife,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
Dudley Do-Right,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
The Muse,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]"
Cabaret Balkan,"[{'id': 18, 'name': 'Drama'}]"
A Dog Of Flanders,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
The Lost Son,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Lucie Aubrac,"[{'id': 18, 'name': 'Drama'}]"
The Very Thought of You,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Chill Factor,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]"
Outside Providence,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Bedrooms and Hallways,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
I Woke Up Early The Day I Died,"[{'id': 35, 'name': 'Comedy'}]"
West Beyrouth,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Stigmata,"[{'id': 27, 'name': 'Horror'}]"
Stir of Echoes,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Best Laid Plans,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
"Black Cat, White Cat","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
The Minus Man,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Whiteboyz,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
The Adventures of Milo and Otis,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
Only Angels Have Wings,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Othello,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Queens Logic,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Public Access,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
A Soldier's Story,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10752, 'name': 'War'}]"
Alice Sweet Alice,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Don't Look in the Basement,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
Nightmares,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]"
I Saw What You Did,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Yellow Submarine,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]"
American Beauty,"[{'id': 18, 'name': 'Drama'}]"
Stop Making Sense,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]"
Blue Streak,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
For Love of the Game,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Caligula,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]"
A Hard Day's Night,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"
Splendor,"[{'id': 35, 'name': 'Comedy'}]"
Sugar Town,"[{'id': 35, 'name': 'Comedy'}]"
The Buddy Holly Story,"[{'id': 18, 'name': 'Drama'}]"
Fright Night,"[{'id': 27, 'name': 'Horror'}]"
Fright Night Part 2,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
La séparation,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
Barefoot in the Park,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Deliverance,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]"
Excalibur,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]"
Lulu on the Bridge,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
The Pajama Game,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"
Sommersby,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]"
Thumbelina,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
Tommy,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
Hell Night,"[{'id': 27, 'name': 'Horror'}]"
Armour of God II: Operation Condor,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
Armour of God,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
Double Jeopardy,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Jakob the Liar,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
Mumford,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Dog Park,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
Guinevere,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Adventures of Elmo in Grouchland,"[{'id': 10751, 'name': 'Family'}]"
Simon Sez,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]"
Drive Me Crazy,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]"
"Mystery, Alaska","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Three Kings,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"
"Happy, Texas","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
New Rose Hotel,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]"
Plunkett & MacLeane,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
Romance,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Napoleon and Samantha,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
Alvarez Kelly,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}, {'id': 37, 'name': 'Western'}]"
And the Ship Sails On,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10402, 'name': 'Music'}]"
The Dark Half,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]"
Gulliver's Travels,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"
Monkey Shines,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
Phantasm,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
Psycho II,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Psycho III,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
Rain,"[{'id': 18, 'name': 'Drama'}]"
Sanjuro,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
Random Hearts,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Superstar,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
Boys Don't Cry,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
"Five Wives, Three Secretaries and Me","[{'id': 99, 'name': 'Documentary'}]"
L'ennui,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Grandfather,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
The Limey,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
The Mating Habits of the Earthbound Human,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]"
Molly,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Risky Business,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Total Recall,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]"
Body Heat,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]"
Ferris Bueller's Day Off,"[{'id': 35, 'name': 'Comedy'}]"
The Year of Living Dangerously,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Children of Paradise,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
High Plains Drifter,"[{'id': 37, 'name': 'Western'}]"
Hang 'em High,"[{'id': 37, 'name': 'Western'}]"
Citizen's Band,"[{'id': 35, 'name': 'Comedy'}]"
Drunken Master,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
The Conformist,"[{'id': 18, 'name': 'Drama'}]"
Hairspray,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]"
Brief Encounter,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Razor's Edge,"[{'id': 18, 'name': 'Drama'}]"
Reds,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
Return with Honor,"[{'id': 99, 'name': 'Documentary'}]"
Time of the Gypsies,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]"
Days of Heaven,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Fire Within,"[{'id': 18, 'name': 'Drama'}]"
El Amor Brujo,[]
The Lady Eve,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Sullivan's Travels,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Palm Beach Story,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Man Facing Southeast,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]"
Niagara,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Gilda,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
South Pacific,"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]"
Flashdance,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
Indochine,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Dirty Dozen,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]"
Mike's Murder,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Help!,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"
Goldfinger,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
From Russia with Love,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]"
Dr. No,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
The Blue Lagoon,"[{'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
A Fistful of Dollars,"[{'id': 37, 'name': 'Western'}]"
Hard Eight,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Home Alone 2: Lost in New York,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]"
Penitentiary,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
Penitentiary II,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
Someone to Watch Over Me,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
Sparrows,"[{'id': 18, 'name': 'Drama'}]"
Naturally Native,"[{'id': 18, 'name': 'Drama'}]"
Fight Club,"[{'id': 18, 'name': 'Drama'}]"
Beefcake,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}]"
The Story of Us,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Fever Pitch,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Joe the King,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Julien Donkey-Boy,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
The Omega Code,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
The Straight Story,"[{'id': 18, 'name': 'Drama'}]"
The Bad Seed,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
Time Bandits,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"
A Man and a Woman,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Fitzcarraldo,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
All That Jazz,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
Red Sorghum,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
Crimes and Misdemeanors,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Bats,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
The Best Man,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Bringing Out the Dead,"[{'id': 18, 'name': 'Drama'}]"
Crazy in Alabama,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Three to Tango,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Body Shots,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Men Cry Bullets,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Brother Can You Spare A Dime,"[{'id': 99, 'name': 'Documentary'}]"
The Guardian,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
The Ipcress File,"[{'id': 53, 'name': 'Thriller'}]"
On Any Sunday,"[{'id': 99, 'name': 'Documentary'}]"
RoboCop,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]"
RoboCop 2,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
Who Framed Roger Rabbit,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]"
Melvin and Howard,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
For Your Eyes Only,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
Licence to Kill,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
Live and Let Die,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
Rawhead Rex,"[{'id': 27, 'name': 'Horror'}]"
Thunderball,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
The City,"[{'id': 18, 'name': 'Drama'}]"
House on Haunted Hill,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Music of the Heart,"[{'id': 18, 'name': 'Drama'}]"
Being John Malkovich,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Dreaming of Joseph Lees,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
Man Of The Century,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
Princess Mononoke,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]"
The Suburbans,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
My Best Fiend,"[{'id': 99, 'name': 'Documentary'}]"
Train of Life,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]"
The Bachelor,"[{'id': 35, 'name': 'Comedy'}]"
The Bone Collector,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
The Insider,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
American Movie,"[{'id': 99, 'name': 'Documentary'}]"
Last Night,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]"
Portraits Chinois,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Rosetta,"[{'id': 18, 'name': 'Drama'}]"
"They Shoot Horses, Don't They?","[{'id': 18, 'name': 'Drama'}]"
Battling Butler,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Bride of Re-Animator,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
Bustin' Loose,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"
Coma,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]"
Creepshow,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]"
Creepshow 2,"[{'id': 27, 'name': 'Horror'}]"
Re-Animator,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
Drugstore Cowboy,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Falling Down,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
The Funhouse,"[{'id': 27, 'name': 'Horror'}]"
The General,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
My Best Girl,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Piranha,"[{'id': 27, 'name': 'Horror'}]"
Rough Night in Jericho,"[{'id': 37, 'name': 'Western'}]"
Slaughterhouse,"[{'id': 27, 'name': 'Horror'}]"
The Taming of the Shrew,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Nighthawks,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
Yojimbo,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Repossessed,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
The Omega Man,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
Spaceballs,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]"
Robin Hood,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"
Mister Roberts,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10752, 'name': 'War'}]"
Quest for Fire,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
Little Big Man,"[{'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}, {'id': 36, 'name': 'History'}]"
A Face in the Crowd,"[{'id': 18, 'name': 'Drama'}]"
Trading Places,"[{'id': 35, 'name': 'Comedy'}]"
Meatballs,"[{'id': 35, 'name': 'Comedy'}]"
Meatballs Part II,"[{'id': 35, 'name': 'Comedy'}]"
