title,genres
Meatballs III: Summer Job,"[{'id': 35, 'name': 'Comedy'}]"
Meatballs 4,"[{'id': 35, 'name': 'Comedy'}]"
Dead Again,"[{'id': 53, 'name': 'Thriller'}]"
Peter's Friends,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
The Incredibly True Adventure of Two Girls In Love,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Experience Preferred...But Not Essential,"[{'id': 35, 'name': 'Comedy'}]"
Under the Rainbow,"[{'id': 35, 'name': 'Comedy'}]"
How I Won the War,"[{'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]"
Light It Up,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Anywhere But Here,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Dogma,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]"
The Messenger: The Story of Joan of Arc,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]"
Pokémon: The First Movie: Mewtwo Strikes Back,"[{'id': 16, 'name': 'Animation'}]"
Felicia's Journey,"[{'id': 18, 'name': 'Drama'}]"
Oxygen,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Where's Marlowe?,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
The Ape,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
British Intelligence,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"
The Commitments,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
Holiday Inn,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
The Longest Day,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]"
Poison Ivy,"[{'id': 53, 'name': 'Thriller'}]"
Poison Ivy: The New Seduction,"[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]"
Ten Benny,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"
Tora! Tora! Tora!,"[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]"
Women on the Verge of a Nervous Breakdown,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
The Verdict,"[{'id': 18, 'name': 'Drama'}]"
The Effect of Gamma Rays on Man-in-the-Moon Marigolds,"[{'id': 18, 'name': 'Drama'}]"
The Adventures of Buckaroo Banzai Across the 8th Dimension,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]"
Stand and Deliver,"[{'id': 18, 'name': 'Drama'}]"
Moonstruck,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Sandpiper,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Jeremiah Johnson,"[{'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]"
Repulsion,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
Irma la Douce,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
42 Up,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]"
Liberty Heights,"[{'id': 18, 'name': 'Drama'}]"
Mansfield Park,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"Goodbye, 20th Century","[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]"
Sleepy Hollow,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
The World Is Not Enough,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
All About My Mother,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Home Page,"[{'id': 99, 'name': 'Documentary'}]"
The Living Dead Girl,"[{'id': 27, 'name': 'Horror'}]"
Babes in Toyland,"[{'id': 35, 'name': 'Comedy'}]"
Scrooged,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Harvey,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Bicycle Thieves,"[{'id': 18, 'name': 'Drama'}]"
Matewan,"[{'id': 18, 'name': 'Drama'}]"
Kagemusha,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]"
47 Samurai,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"
McCabe & Mrs. Miller,"[{'id': 37, 'name': 'Western'}]"
Maurice,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
The Grapes of Wrath,"[{'id': 18, 'name': 'Drama'}]"
My Man Godfrey,"[{'id': 35, 'name': 'Comedy'}]"
The Shop Around the Corner,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
The Natural,"[{'id': 18, 'name': 'Drama'}]"
Shampoo,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
A River Runs Through It,"[{'id': 18, 'name': 'Drama'}]"
Fatal Attraction,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"
Jagged Edge,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Stanley & Iris,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Midnight Run,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
Awakenings,"[{'id': 18, 'name': 'Drama'}]"
Come See the Paradise,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}]"
Backdraft,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
The Fisher King,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
The River,"[{'id': 18, 'name': 'Drama'}]"
Country,"[{'id': 18, 'name': 'Drama'}]"
Places in the Heart,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
"'night, Mother","[{'id': 18, 'name': 'Drama'}]"
End of Days,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"
Toy Story 2,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
Flawless,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Miss Julie,"[{'id': 18, 'name': 'Drama'}]"
Ride with the Devil,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]"
Tumbleweeds,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
A Bay of Blood,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
The Distinguished Gentleman,"[{'id': 35, 'name': 'Comedy'}]"
The Hitch-Hiker,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
Santa Fe Trail,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]"
Lauderdale,[]
Agnes Browne,"[{'id': 18, 'name': 'Drama'}]"
The End of the Affair,"[{'id': 18, 'name': 'Drama'}]"
The End of the Affair,"[{'id': 10749, 'name': 'Romance'}]"
Holy Smoke!,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
A Map of the World,"[{'id': 18, 'name': 'Drama'}]"
Sweet and Lowdown,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
The Bonfire of the Vanities,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Broadway Damage,[]
Daddy-Long-Legs,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Go West,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]"
Grand Illusion,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]"
The Great Santini,"[{'id': 18, 'name': 'Drama'}]"
The James Dean Story,"[{'id': 99, 'name': 'Documentary'}]"
The Sea Wolves,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
Stealing Home,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Tarzan the Fearless,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"
Three Ages,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
The Two Jakes,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
U2: Rattle and Hum,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]"
Hell in the Pacific,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
The Glass Bottom Boat,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Cradle Will Rock,"[{'id': 18, 'name': 'Drama'}]"
Deuce Bigalow: Male Gigolo,"[{'id': 35, 'name': 'Comedy'}]"
The Green Mile,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
The Cider House Rules,"[{'id': 18, 'name': 'Drama'}]"
Diamonds,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
The War Zone,"[{'id': 18, 'name': 'Drama'}]"
The Bat Whispers,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
The Last Picture Show,"[{'id': 18, 'name': 'Drama'}]"
The 7th Voyage of Sinbad,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
Blood on the Sun,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
Anna and the King,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]"
Bicentennial Man,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]"
Stuart Little,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]"
The Emperor and the Assassin,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
Fantasia 2000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]"
Magnolia,"[{'id': 18, 'name': 'Drama'}]"
Onegin,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Simpatico,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Topsy-Turvy,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
The Alley Cats,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
Boiling Point,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
Brenda Starr,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]"
Carnal Knowledge,"[{'id': 18, 'name': 'Drama'}]"
Easy Rider,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
The Falcon and the Snowman,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
Hi-Yo Silver,"[{'id': 37, 'name': 'Western'}]"
Room at the Top,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
Ulysses,"[{'id': 12, 'name': 'Adventure'}]"
Any Given Sunday,"[{'id': 18, 'name': 'Drama'}]"
Man on the Moon,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Galaxy Quest,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]"
The Talented Mr. Ripley,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Next Friday,"[{'id': 35, 'name': 'Comedy'}]"
The Hurricane,"[{'id': 18, 'name': 'Drama'}]"
Angela's Ashes,"[{'id': 18, 'name': 'Drama'}]"
Play It to the Bone,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Titus,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]"
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.","[{'id': 99, 'name': 'Documentary'}]"
The Third Miracle,"[{'id': 18, 'name': 'Drama'}]"
Montana,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
Snow Falling on Cedars,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
"Girl, Interrupted","[{'id': 18, 'name': 'Drama'}]"
Trans,"[{'id': 18, 'name': 'Drama'}]"
The Life and Times of Hank Greenberg,"[{'id': 99, 'name': 'Documentary'}, {'id': 10751, 'name': 'Family'}]"
My Dog Skip,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
Supernova,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
The Quarry,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
The Terrorist,"[{'id': 18, 'name': 'Drama'}]"
The Way We Were,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Tess of the Storm Country,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
Stalag 17,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
The Presidio,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Papillon,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Pal Joey,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
The Last Detail,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Five Easy Pieces,"[{'id': 18, 'name': 'Drama'}]"
Even Dwarfs Started Small,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Dead Calm,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]"
The Boys from Brazil,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]"
Black Sunday,"[{'id': 27, 'name': 'Horror'}]"
Against All Odds,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
The Snows of Kilimanjaro,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
National Lampoon's Loaded Weapon 1,"[{'id': 35, 'name': 'Comedy'}]"
The Loves of Carmen,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Fast Times at Ridgemont High,"[{'id': 35, 'name': 'Comedy'}]"
A Cry in the Dark,"[{'id': 18, 'name': 'Drama'}]"
Born to Win,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Batman: Mask of the Phantasm,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"
American Flyers,"[{'id': 18, 'name': 'Drama'}]"
Voyage of the Damned,"[{'id': 18, 'name': 'Drama'}]"
Vampyros Lesbos,"[{'id': 27, 'name': 'Horror'}]"
A Star Is Born,"[{'id': 18, 'name': 'Drama'}]"
Poison,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
Pacific Heights,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
Night Tide,"[{'id': 53, 'name': 'Thriller'}]"
The Draughtsman's Contract,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]"
Carmen,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]"
A Zed & Two Noughts,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Woman in the Dunes,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Down to You,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
Hellhounds on My Trail: The Afterlife of Robert Johnson,"[{'id': 10402, 'name': 'Music'}]"
"Not Love, Just Frenzy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
Wirey Spindell,[]
Another Man's Poison,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
The Odessa File,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
The Saphead,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
Seven Chances,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
Smashing Time,"[{'id': 35, 'name': 'Comedy'}]"
Train Ride to Hollywood,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]"
Where the Buffalo Roam,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Zachariah,"[{'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
Kestrel's Eye,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]"
Eye of the Beholder,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
Isn't She Great,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
The Big Tease,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]"
The Cup,"[{'id': 35, 'name': 'Comedy'}]"
Santitos,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]"
Encino Man,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
The Goodbye Girl,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
I Am Cuba,"[{'id': 18, 'name': 'Drama'}]"
Malcolm X,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
Sister Act,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]"
Sister Act 2: Back in the Habit,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]"
The Hand that Rocks the Cradle,"[{'id': 53, 'name': 'Thriller'}]"
Alive,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
Agnes of God,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
Scent of a Woman,"[{'id': 18, 'name': 'Drama'}]"
Wayne's World,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]"
Wayne's World 2,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]"
A League of Their Own,"[{'id': 35, 'name': 'Comedy'}]"
Patriot Games,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
The Bodyguard,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
Death Becomes Her,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]"
Far and Away,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]"
Howards End,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Singles,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Twin Peaks: Fire Walk with Me,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
White Men Can't Jump,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
Buffy the Vampire Slayer,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
Hard Boiled,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
Man Bites Dog,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]"
El Mariachi,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
Stop! Or My Mom Will Shoot,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
Forever Young,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]"
The Cutting Edge,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
Of Mice and Men,"[{'id': 18, 'name': 'Drama'}]"
Bad Lieutenant,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
Scream 3,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"
Single White Female,"[{'id': 53, 'name': 'Thriller'}]"
The Boondock Saints,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
Gun Shy,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
Beloved/Friend,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
Gendernauts: A Journey Through Shifting Identities,"[{'id': 99, 'name': 'Documentary'}]"
Knockout,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"
The Baby,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
The Brandon Teena Story,"[{'id': 99, 'name': 'Documentary'}]"
Different for Girls,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]"
Minnie and Moskowitz,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
They Might Be Giants,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
The Beach,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
Snow Day,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
The Tigger Movie,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"
Cotton Mary,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
Not One Less,"[{'id': 18, 'name': 'Drama'}]"
Soft Toilet Seats,"[{'id': 35, 'name': 'Comedy'}]"
Trois,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]"
The Big Combo,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]"
Conceiving Ada,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
